Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"TOD","TODS","Equity","0.05","63.30","938.00","59,375.89","59,375.89","Consumer Discretionary","4643735","IT0003007728","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ARBN","ARBONIA AG AG","Equity","0.05","18.54","3,182.00","58,984.06","58,984.06","Industrials","7132735","CH0110240600","Swiss Exchange","Switzerland","USD","CHF","0.96"
"ALCLS","CELLECTIS SA","Equity","0.05","25.48","2,308.00","58,807.58","58,807.58","Health Care","B1P76L5","FR0010425595","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"TPS1V","TECHNOPOLIS OYJ","Equity","0.05","4.16","14,095.00","58,677.59","58,677.59","Real Estate","5702936","FI0009006886","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"RST","RESTORE PLC","Equity","0.05","5.86","10,008.00","58,638.84","58,638.84","Industrials","B5NR1S7","GB00B5NR1S72","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"PLUS","PLUS500 LTD","Equity","0.05","7.61","7,677.00","58,450.51","58,450.51","Financials","BBT3PS9","IL0011284465","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"TLGO","TALGO SA","Equity","0.05","6.16","9,457.00","58,245.38","58,245.38","Industrials","BX9C1J3","ES0105065009","Bolsa De Madrid","Spain","USD","EUR","0.88"
"DNO","DNOORD","Equity","0.05","0.94","61,838.00","58,082.96","58,082.96","Energy","B15GGN4","NO0003921009","Oslo Bors Asa","Norway","USD","NOK","8.36"
"REDD","REDDE PLC","Equity","0.05","2.00","28,797.00","57,609.64","57,609.64","Industrials","BLWF0R6","GB00BLWF0R63","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MAB","MITCHELLS & BUTLERS PLC","Equity","0.05","2.95","19,474.00","57,517.49","57,517.49","Consumer Discretionary","B1FP6H5","GB00B1FP6H53","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MMT","M6-METROPOLE TELEVISION S.A.","Equity","0.05","22.54","2,534.00","57,123.89","57,123.89","Consumer Discretionary","5993901","FR0000053225","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"BWNG","BROWN(N.)GROUP PLC","Equity","0.05","3.91","14,595.00","57,072.97","57,072.97","Consumer Discretionary","B1P6ZR1","GB00B1P6ZR11","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MATAS","MATAS","Equity","0.05","15.26","3,732.00","56,952.63","56,952.63","Consumer Discretionary","BBL4QM1","DK0060497295","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"DBG","DERICHEBOURG","Equity","0.05","8.20","6,928.00","56,829.25","56,829.25","Industrials","4457088","FR0000053381","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"BO","BANG & OLUFSEN A/S","Equity","0.04","17.41","3,257.00","56,697.34","56,697.34","Consumer Discretionary","4161293","DK0010218429","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"ACA","ACACIA MINING PLC","Equity","0.04","3.64","15,553.00","56,610.17","56,610.17","Materials","B61D2N6","GB00B61D2N63","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NRX","NATUREX SA","Equity","0.04","98.83","571.00","56,431.16","56,431.16","Consumer Staples","5142822","FR0000054694","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"MT","MAIRE TECNIMONT","Equity","0.04","4.83","11,574.00","55,944.68","55,944.68","Industrials","BBGTNT7","IT0004931058","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BZUR","BUZZI UNICEM S.P.A.","Equity","0.04","14.50","3,856.00","55,898.08","55,898.08","Materials","5782284","IT0001369427","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"PGS","PETROLEUM GEO-SERVICES ASA","Equity","0.04","1.93","28,917.00","55,844.50","55,844.50","Energy","B1L7YL5","NO0010199151","Oslo Bors Asa","Norway","USD","NOK","8.36"
"NCC","NCC GROUP PLC","Equity","0.04","2.14","25,999.00","55,715.25","55,715.25","Information Technology","B01QGK8","GB00B01QGK86","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IQE","IQE PLC","Equity","0.04","0.97","57,331.00","55,676.28","55,676.28","Information Technology","0961992","GB0009619924","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"WWL","WALLENIUS WILHELMSEN LOGISTICS","Equity","0.04","5.58","9,975.00","55,618.91","55,618.91","Industrials","B55WMQ5","NO0010571680","Oslo Bors Asa","Norway","USD","NOK","8.36"
"BAMNB","BAM GROEP KONINKLIJKE NV","Equity","0.04","5.44","10,184.00","55,451.73","55,451.73","Industrials","B12W5Y9","NL0000337319","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"ABIO","ALBIOMA SA","Equity","0.04","22.97","2,410.00","55,359.33","55,359.33","Utilities","B188CY0","FR0000060402","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"RAY B","RAYSEARCH LABORATORIES B","Equity","0.04","25.27","2,188.00","55,284.89","55,284.89","Health Care","7591239","SE0000135485","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MYCR","MYCRONIC","Equity","0.04","9.17","6,019.00","55,206.13","55,206.13","Information Technology","5262849","SE0000375115","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ENC","ENCE ENERGIA Y CELULOSA SA","Equity","0.04","4.08","13,487.00","55,069.70","55,069.70","Materials","B1W7BK2","ES0130625512","Bolsa De Madrid","Spain","USD","EUR","0.88"
"RIB","RIB SOFTWARE","Equity","0.04","16.64","3,301.00","54,930.70","54,930.70","Information Technology","B03K783","DE000A0Z2XN6","Xetra","Germany","USD","EUR","0.88"
"KCOM","KCOM GROUP PLC","Equity","0.04","1.16","47,374.00","54,901.29","54,901.29","Telecommunications","0744825","GB0007448250","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SANT","S&T AG","Equity","0.04","15.87","3,457.00","54,845.48","54,845.48","Information Technology","4665933","AT0000A0E9W5","Deutsche Boerse Ag","Germany","USD","EUR","0.88"
"888","888 HOLDINGS PLC","Equity","0.04","3.30","16,594.00","54,791.19","54,791.19","Consumer Discretionary","B0L4LM9","GI000A0F6407","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KOF","KAUFMAN & BROAD S.A.","Equity","0.04","42.88","1,272.00","54,549.31","54,549.31","Consumer Discretionary","B138HB7","FR0004007813","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SAL","SALINI IMPREGILO","Equity","0.04","3.40","16,043.00","54,527.57","54,527.57","Industrials","B09MRX8","IT0003865570","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"COR","CORTICEIRA AMORIM SA","Equity","0.04","14.47","3,756.00","54,362.76","54,362.76","Materials","4657736","PTCOR0AE0006","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.88"
"CAP","CAPITAL STAGE AG","Equity","0.04","7.00","7,760.00","54,351.95","54,351.95","Utilities","5491966","DE0006095003","Xetra","Germany","USD","EUR","0.88"
"RESURS","RESURS HOLDING","Equity","0.04","6.20","8,763.00","54,291.37","54,291.37","Financials","BD718Q8","SE0007665823","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"NVA","NOVAE GROUP PLC","Equity","0.04","9.20","5,864.00","53,948.27","53,948.27","Financials","B40SF84","GB00B40SF849","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DFS","DFS FURNITURE PLC","Equity","0.04","2.71","19,877.00","53,920.55","53,920.55","Consumer Discretionary","BTC0LB8","GB00BTC0LB89","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"EFGN","EFG INTERNATIONAL AG","Equity","0.04","6.58","8,123.00","53,481.30","53,481.30","Financials","B0LF188","CH0022268228","Swiss Exchange","Switzerland","USD","CHF","0.96"
"BIOG B","BIOGAIA","Equity","0.04","37.63","1,421.00","53,478.90","53,478.90","Health Care","5473124","SE0000470395","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"HHFA","HAMBURGER HAFEN UND LOGISTIK AG","Equity","0.04","23.03","2,320.00","53,424.27","53,424.27","Industrials","B28SK09","DE000A0S8488","Xetra","Germany","USD","EUR","0.88"
"CDR","CODERE S.A.","Equity","0.04","0.50","105,855.00","53,122.48","53,122.48","Consumer Discretionary","B28HQR5","ES0119256115","Bolsa De Madrid","Spain","USD","EUR","0.88"
"PHTM","PHOTO-ME INTERNATIONAL PLC","Equity","0.04","2.10","25,264.00","52,995.21","52,995.21","Consumer Discretionary","0848125","GB0008481250","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"PROTCT","PROTECTOR FORSIKRING ASA","Equity","0.04","8.56","6,152.00","52,631.53","52,631.53","Financials","B182K93","NO0010209331","Oslo Bors Asa","Norway","USD","NOK","8.36"
"ISR","ISRA VISION AG","Equity","0.04","170.06","309.00","52,547.31","52,547.31","Information Technology","5949777","DE0005488100","Xetra","Germany","USD","EUR","0.88"
"IRES","IRISH RESIDENTIAL PROPERTIES PLC","Equity","0.04","1.55","33,859.00","52,520.32","52,520.32","Real Estate","BJ34P51","IE00BJ34P519","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"BDT","BERTRANDT AG","Equity","0.04","101.04","519.00","52,440.45","52,440.45","Industrials","5130861","DE0005232805","Xetra","Germany","USD","EUR","0.88"
"BURE","BURE EQUITY AB","Equity","0.04","11.15","4,694.00","52,358.32","52,358.32","Financials","4152651","SE0000195810","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"DBAN","DEUTSCHE BETEILIGUNGS AG","Equity","0.04","44.08","1,185.00","52,230.72","52,230.72","Financials","BBNBQJ7","DE000A1TNUT7","Xetra","Germany","USD","EUR","0.88"
"SHAW","SHAWBROOK GROUP PLC","Equity","0.04","4.39","11,840.00","51,972.17","51,972.17","Financials","BWDPMF4","GB00BWDPMF43","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"FCT","FINCIANTIERI","Equity","0.04","1.13","46,129.00","51,928.47","51,928.47","Industrials","BNG63V4","IT0001415246","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ZIL2","ELRINGKLINGER AG","Equity","0.04","19.71","2,626.00","51,770.03","51,770.03","Consumer Discretionary","5138638","DE0007856023","Xetra","Germany","USD","EUR","0.88"
"CAPIO","CAPIO","Equity","0.04","5.98","8,653.00","51,715.34","51,715.34","Health Care","BYTHBX9","SE0007185681","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"NDX","NORDAX GROUP","Equity","0.04","5.40","9,564.00","51,613.78","51,613.78","Financials","BZ0Y0W8","SE0006965216","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"PDG","PENDRAGON PLC","Equity","0.04","0.38","134,685.00","51,447.08","51,447.08","Consumer Discretionary","B1JQBT1","GB00B1JQBT10","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LTA","ALTAMIR","Equity","0.04","18.77","2,733.00","51,307.85","51,307.85","Financials","B1YJJ57","FR0000053837","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"KENDR","KENDRION N.V.","Equity","0.04","40.07","1,279.00","51,246.36","51,246.36","Industrials","B1VYCB2","NL0000852531","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"TFI","TELEVISION FRANCAISE SA","Equity","0.04","12.81","3,996.00","51,182.27","51,182.27","Consumer Discretionary","5997118","FR0000054900","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"BFIT","BASIC-FIT NV","Equity","0.04","17.89","2,861.00","51,181.94","51,181.94","Consumer Discretionary","BD9Y9B7","NL0011872650","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"SAY","SAETA YIELD SA","Equity","0.04","10.57","4,828.00","51,045.95","51,045.95","Utilities","BVXVQW0","ES0105058004","Bolsa De Madrid","Spain","USD","EUR","0.88"
"HMED","HANSA MEDICAL","Equity","0.04","23.79","2,141.00","50,930.04","50,930.04","Health Care","B2827W2","SE0002148817","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BRKN","BURKHALTER HOLDING AG","Equity","0.04","138.32","368.00","50,903.58","50,903.58","Industrials","BB97064","CH0212255803","Swiss Exchange","Switzerland","USD","CHF","0.96"
"ZAG","ZUMTOBEL GROUP AG","Equity","0.04","18.73","2,716.00","50,880.28","50,880.28","Industrials","B13WZ26","AT0000837307","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"ALMB","ALM. BRAND A/S","Equity","0.04","8.97","5,665.00","50,828.21","50,828.21","Financials","4350024","DK0015250344","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"VT9","VTG AG","Equity","0.04","42.20","1,204.00","50,809.22","50,809.22","Industrials","B04ZLY1","DE000VTG9999","Xetra","Germany","USD","EUR","0.88"
"ITE","ITE GROUP PLC","Equity","0.04","2.01","25,105.00","50,386.17","50,386.17","Consumer Discretionary","0252050","GB0002520509","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DUNI","DUNI AB","Equity","0.04","14.85","3,382.00","50,231.78","50,231.78","Consumer Discretionary","B03RSL4","SE0000616716","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BANB","BACHEM AG","Equity","0.04","110.39","454.00","50,117.04","50,117.04","Health Care","7155884","CH0012530207","Swiss Exchange","Switzerland","USD","CHF","0.96"
"SCT","SOFTCAT PLC","Equity","0.04","4.89","10,222.00","49,965.74","49,965.74","Information Technology","BYZDVK8","GB00BYZDVK82","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DAL","DATALOGIC S.P.A.","Equity","0.04","26.21","1,904.00","49,903.53","49,903.53","Information Technology","B14P8W5","IT0004053440","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"WUW","WUESTENROT & WUERTTEMBERGISCHE AG","Equity","0.04","23.15","2,152.00","49,825.61","49,825.61","Financials","5770911","DE0008051004","Xetra","Germany","USD","EUR","0.88"
"AM3D","SLM SOLUTIONS GROUP AG","Equity","0.04","41.57","1,198.00","49,797.68","49,797.68","Industrials","BMHTHK2","DE000A111338","Xetra","Germany","USD","EUR","0.88"
"ALIG","ALIMAK GROUP","Equity","0.04","16.21","3,061.00","49,630.10","49,630.10","Industrials","BZ0Y0T5","SE0007158910","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"RNK","RANK GROUP PLC","Equity","0.04","3.00","16,518.00","49,620.93","49,620.93","Consumer Discretionary","B1L5QH9","GB00B1L5QH97","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GBG","GB GROUP PLC","Equity","0.04","4.34","11,406.00","49,550.19","49,550.19","Information Technology","0687061","GB0006870611","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NOG","NOSTRUM OIL & GAS PLC","Equity","0.04","6.19","7,985.00","49,422.22","49,422.22","Energy","BGP6Q95","GB00BGP6Q951","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BON","BONDUELLE","Equity","0.04","37.03","1,330.00","49,254.77","49,254.77","Consumer Staples","5481989","FR0000063935","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"IMG","IMAGINATION TECHNOLOGIES GROUP PLC","Equity","0.04","2.04","24,072.00","49,014.24","49,014.24","Information Technology","0930312","GB0009303123","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ISN","INTERSHOP HOLDING N AG","Equity","0.04","498.47","98.00","48,849.89","48,849.89","Real Estate","BW4NR74","CH0273774791","Swiss Exchange","Switzerland","USD","CHF","0.96"
"EVN","EVN AG","Equity","0.04","14.63","3,337.00","48,812.15","48,812.15","Utilities","4295374","AT0000741053","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"MCM","MIQUEL Y COSTAS & MIQUEL S.A.","Equity","0.04","34.80","1,399.00","48,682.65","48,682.65","Materials","4593067","ES0164180012","Bolsa De Madrid","Spain","USD","EUR","0.88"
"VTTI","VTTI ENERGY PARTNERS COMMON UNITS","Equity","0.04","19.60","2,464.00","48,294.40","48,294.40","Energy","BPBGHX3","MHY9384M1012","New York Stock Exchange Inc.","Netherlands","USD","USD","1.00"
"USD","USD CASH","Cash","0.04","100.00","47,964.00","47,963.67","47,963.67","Cash and/or Derivatives","-","-","-","United States","USD","USD","1.00"
"ORES","INVESTMENT ORESUND","Equity","0.04","17.75","2,695.00","47,842.22","47,842.22","Financials","BYQP7X8","SE0008321608","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"EVS","EVS BROADCAST EQ SA","Equity","0.04","39.47","1,207.00","47,645.64","47,645.64","Information Technology","B08CHG2","BE0003820371","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"NYR","NYRSTAR NV","Equity","0.04","6.21","7,628.00","47,354.73","47,354.73","Materials","BDB4RS8","BE0974294267","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"OKDBV","ORIOLA CORPORATION B","Equity","0.04","4.15","11,403.00","47,340.72","47,340.72","Health Care","B17NY95","FI0009014351","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"IPH","INNATE PHARMA SA","Equity","0.04","12.32","3,838.00","47,276.25","47,276.25","Health Care","B1G5FB1","FR0010331421","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"IPF","INTERNATIONAL PERSONAL FINANCE PLC","Equity","0.04","2.24","21,063.00","47,114.84","47,114.84","Financials","B1YKG04","GB00B1YKG049","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SMS","SMART METERING SYSTEMS PLC","Equity","0.04","6.86","6,864.00","47,105.61","47,105.61","Information Technology","B4X1RC8","GB00B4X1RC86","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"TPZ","TELEPIZZA GROUP SA","Equity","0.04","5.62","8,363.00","47,024.41","47,024.41","Consumer Discretionary","BD1DLX8","ES0105128005","Bolsa De Madrid","Spain","USD","EUR","0.88"
"NOD","NIC SEMICONDUCTOR","Equity","0.04","4.01","11,695.00","46,877.95","46,877.95","Information Technology","B00ZG06","NO0003055501","Oslo Bors Asa","Norway","USD","NOK","8.36"
"LEO","LEOVEGAS","Equity","0.04","6.98","6,694.00","46,741.11","46,741.11","Consumer Discretionary","BYY1RS3","SE0008091904","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"DIREN","DIRECT ENERGIE SA","Equity","0.04","60.13","776.00","46,660.72","46,660.72","Utilities","7789391","FR0004191674","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"GMM","GRAMMER AG","Equity","0.04","53.67","869.00","46,638.00","46,638.00","Consumer Discretionary","4378394","DE0005895403","Xetra","Germany","USD","EUR","0.88"
"OTB","ON THE BEACH GROUP PLC","Equity","0.04","5.08","9,182.00","46,606.11","46,606.11","Consumer Discretionary","BYM1K75","GB00BYM1K758","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SKIS B","SKISTAR B","Equity","0.04","21.72","2,143.00","46,539.26","46,539.26","Consumer Discretionary","B0TYPS5","SE0000241614","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BIO3","BIOTEST PREF AG","Equity","0.04","24.86","1,868.00","46,435.28","46,435.28","Health Care","5119893","DE0005227235","Xetra","Germany","USD","EUR","0.88"
"GBT","GUERBET S.A.","Equity","0.04","90.10","515.00","46,403.28","46,403.28","Health Care","4395155","FR0000032526","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"DIOS","DIOS FASTIGHETER","Equity","0.04","5.52","8,400.00","46,326.18","46,326.18","Real Estate","B1323T9","SE0001634262","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CVAL","BANCA PICCOLO CREDITO VALTELLINESE","Equity","0.04","4.38","10,557.00","46,236.62","46,236.62","Financials","BZBZT34","IT0005242026","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"DIC","DIC ASSET AG","Equity","0.04","10.73","4,282.00","45,952.00","45,952.00","Real Estate","BD1NML3","DE000A1X3XX4","Xetra","Germany","USD","EUR","0.88"
"DOC","DO & CO AKTIENGESELLSCHAFT AG","Equity","0.04","69.55","651.00","45,277.53","45,277.53","Consumer Discretionary","5492345","AT0000818802","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"MEKO","MEKONOMEN AB","Equity","0.04","20.00","2,256.00","45,121.87","45,121.87","Consumer Discretionary","B23PWD2","SE0002110064","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BSS","BIESSE S.P.A.","Equity","0.04","35.29","1,276.00","45,028.28","45,028.28","Industrials","7144097","IT0003097257","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BYW6","BAYWA AG","Equity","0.04","36.08","1,247.00","44,993.38","44,993.38","Industrials","5838057","DE0005194062","Xetra","Germany","USD","EUR","0.88"
